token,cntry,spp,sppcode,Q_group,Q_sub,Q_ss,neg,conf,min,mean,max
uWYRNyMuXsIBygU,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,ag,sub1,Scope,0,80,1e-4,0.05,0.1
uWYRNyMuXsIBygU,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,ag,sub1,Severity,0,70,1e-4,0.05,0.1
WQyLHmHZXLd7qQq,United States,Eumops perotis,EUMOPS_PEROTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Eumops perotis,EUMOPS_PEROTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Eumops underwoodi,EUMOPS_UNDERWOODI,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Eumops underwoodi,EUMOPS_UNDERWOODI,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,ag,sub1,Scope,0,75,0.05,0.2,0.3
WQyLHmHZXLd7qQq,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,ag,sub1,Severity,0,75,0.1,0.2,0.3
TwGZY1RRjbNX16F,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasiurus cinereus,LASIURUS_CINEREUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasiurus cinereus,LASIURUS_CINEREUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Scope,0,75,1e-4,0.05,0.1
WQyLHmHZXLd7qQq,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Severity,0,75,1e-4,0.05,0.1
WQyLHmHZXLd7qQq,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Scope,0,75,0.05,0.1,0.25
WQyLHmHZXLd7qQq,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Severity,0,75,0.1,0.2,0.3
9L1p08Binu8w6Wx,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Scope,0,50,0.05,0.25,0.5
9L1p08Binu8w6Wx,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Severity,0,50,0.05,0.1,0.25
9arDsxSVXC0783b,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Scope,0,75,0.05,0.2,0.25
9arDsxSVXC0783b,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Severity,0,75,1e-4,0.2,0.4
6vuvxAILv0uQo4C,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Scope,0,70,0.15,0.2,0.25
6vuvxAILv0uQo4C,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Severity,0,70,0.3,0.4,0.5
ddvTUD1Qrksp0uJ,United States,Myotis velifer,MYOTIS_VELIFER,ag,sub1,Scope,0,85,1e-4,0.05,0.1
ddvTUD1Qrksp0uJ,United States,Myotis velifer,MYOTIS_VELIFER,ag,sub1,Severity,0,60,0.05,0.1,0.2
uWYRNyMuXsIBygU,United States,Myotis evotis,MYOTIS_EVOTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
uWYRNyMuXsIBygU,United States,Myotis evotis,MYOTIS_EVOTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
ddvTUD1Qrksp0uJ,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
ddvTUD1Qrksp0uJ,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Corynorhinus townsendii,CORYNORHINUS_TOWNSENDII,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
9L1p08Binu8w6Wx,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Scope,0,65,0.05,0.1,0.25
9L1p08Binu8w6Wx,United States,Macrotus californicus,MACROTUS_CALIFORNICUS,ag,sub1,Severity,0,65,0.1,0.25,0.5
TwGZY1RRjbNX16F,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Myotis thysanodes,MYOTIS_THYSANODES,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Myotis thysanodes,MYOTIS_THYSANODES,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis auriculus,MYOTIS_AURICULUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis auriculus,MYOTIS_AURICULUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Mormoops megalophylla,MORMOOPS_MEGALOPHYLLA,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Mormoops megalophylla,MORMOOPS_MEGALOPHYLLA,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Eumops perotis,EUMOPS_PEROTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Eumops perotis,EUMOPS_PEROTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis californicus,MYOTIS_CALIFORNICUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis californicus,MYOTIS_CALIFORNICUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus ega,LASIURUS_EGA,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus ega,LASIURUS_EGA,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis ciliolabrum,MYOTIS_CILIOLABRUM,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis evotis,MYOTIS_EVOTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis evotis,MYOTIS_EVOTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus intermedius,LASIURUS_INTERMEDIUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
TwGZY1RRjbNX16F,United States,Lasiurus intermedius,LASIURUS_INTERMEDIUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
uWYRNyMuXsIBygU,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Scope,0,80,0.05,0.2,0.3
uWYRNyMuXsIBygU,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Severity,0,80,0.05,0.1,0.2
9arDsxSVXC0783b,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Choeronycteris mexicana,CHOERONYCTERIS_MEXICANA,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
uWYRNyMuXsIBygU,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,ag,sub1,Scope,0,80,0.05,0.3,0.4
uWYRNyMuXsIBygU,United States,Lasionycteris noctivagans,LASIONYCTERIS_NOCTIVAGANS,ag,sub1,Severity,0,80,0.05,0.2,0.35
zYJdowXhsVGOzG4,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
9L1p08Binu8w6Wx,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Scope,0,65,0.1,0.2,0.35
9L1p08Binu8w6Wx,United States,Lasiurus xanthinus,LASIURUS_XANTHINUS,ag,sub1,Severity,0,50,1e-4,0.1,0.2
bNwIhA2JoU9B8V0,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Scope,0,50,0.1,0.2,0.3
bNwIhA2JoU9B8V0,United States,Antrozous pallidus,ANTROZOUS_PALLIDUS,ag,sub1,Severity,0,70,0.3,0.4,0.5
bNwIhA2JoU9B8V0,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Scope,0,65,0.05,0.15,0.25
bNwIhA2JoU9B8V0,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Severity,0,70,1e-4,0.05,0.15
9arDsxSVXC0783b,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
bNwIhA2JoU9B8V0,United States,Euderma maculatum,EUDERMA_MACULATUM,ag,sub1,Scope,0,65,0.05,0.1,0.15
bNwIhA2JoU9B8V0,United States,Euderma maculatum,EUDERMA_MACULATUM,ag,sub1,Severity,0,65,0.1,0.15,0.2
WQyLHmHZXLd7qQq,United States,Myotis thysanodes,MYOTIS_THYSANODES,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis thysanodes,MYOTIS_THYSANODES,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis velifer,MYOTIS_VELIFER,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis velifer,MYOTIS_VELIFER,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis volans,MYOTIS_VOLANS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis volans,MYOTIS_VOLANS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Myotis yumanensis,MYOTIS_YUMANENSIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Parastrellus hesperus,PARASTRELLUS_HESPERUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
WQyLHmHZXLd7qQq,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Scope,0,75,1e-4,0.05,0.1
WQyLHmHZXLd7qQq,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Severity,0,75,1e-4,0.05,0.1
9arDsxSVXC0783b,United States,Euderma maculatum,EUDERMA_MACULATUM,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Euderma maculatum,EUDERMA_MACULATUM,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
5l8I0KY6kc1IWik,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
5l8I0KY6kc1IWik,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
5l8I0KY6kc1IWik,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
5l8I0KY6kc1IWik,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Idionycteris phyllotis,IDIONYCTERIS_PHYLLOTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Myotis auriculus,MYOTIS_AURICULUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
zYJdowXhsVGOzG4,United States,Myotis auriculus,MYOTIS_AURICULUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Myotis grisescens,MYOTIS_GRISESCENS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
MdTSkVhvPRhnKtQ,United States,Myotis grisescens,MYOTIS_GRISESCENS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
CyoMlAObRVPHg2X,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Scope,0,80,0.5,0.7,0.9
CyoMlAObRVPHg2X,United States,Tadarida brasiliensis,TADARIDA_BRASILIENSIS,ag,sub1,Severity,0,70,0.05,0.25,0.45
30f0nkq28w8nj6g,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
30f0nkq28w8nj6g,United States,Leptonycteris yerbabuenae,LEPTONYCTERIS_YERBABUENAE,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
zCk32o2Fmk4aZth,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Scope,0,65,0.05,0.15,0.3
zCk32o2Fmk4aZth,United States,Leptonycteris nivalis,LEPTONYCTERIS_NIVALIS,ag,sub1,Severity,0,75,1e-4,0.15,0.35
9arDsxSVXC0783b,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Myotis occultus,MYOTIS_OCCULTUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Nyctinomops femorosaccus,NYCTINOMOPS_FEMOROSACCUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Nyctinomops macrotis,NYCTINOMOPS_MACROTIS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
AaE6Hh920wkI5BD,United States,Myotis austroriparius,MYOTIS_AUSTRORIPARIUS,ag,sub1,Scope,0,65,0.2,0.3,0.4
AaE6Hh920wkI5BD,United States,Myotis austroriparius,MYOTIS_AUSTRORIPARIUS,ag,sub1,Severity,0,60,0.2,0.3,0.4
mTPpeCyO8xN0qxZ,United States,Eumops floridanus,EUMOPS_FLORIDANUS,ag,sub1,Scope,0,75,0.1,0.2,0.3
mTPpeCyO8xN0qxZ,United States,Eumops floridanus,EUMOPS_FLORIDANUS,ag,sub1,Severity,0,65,0.1,0.2,0.3
9arDsxSVXC0783b,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
9arDsxSVXC0783b,United States,Lasiurus blossevillii,LASIURUS_BLOSSEVILLII,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
hCI4pQLE1mr6CYo,United States,Myotis lucifugus,MYOTIS_LUCIFUGUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
hCI4pQLE1mr6CYo,United States,Myotis lucifugus,MYOTIS_LUCIFUGUS,ag,sub1,Severity,1,99.99,1e-4,0.005,0.01
hCI4pQLE1mr6CYo,United States,Perimyotis subflavus,PERIMYOTIS_SUBFLAVUS,ag,sub1,Scope,1,99.99,1e-4,0.005,0.01
